client_id,BTS,etat_client
4040117,04X042,Active
44290184,44X062,Active
4040402,04X004,Active
17070432,17X118,Active
19011486,19X147,Active
16480011,16X729,Active
16130419,16X534,Active
16490194,16X913,Active
26320067,26X122,Active
41200122,41X027,Active
9140236,09X042,Active
28130358,28X044,Active
22340210,22X062,Active
4070218,04X006,Active
19440019,19X040,Active
16350070,16X853,Active
7011546,07X100,Active
44160061,44X125,Active
22470025,22X070,Active
16510126,16X416,Active
30010982,30X037,Active
19080206,19X141,Active
5011985,05X175,Active
34011059,34X068,Active
8030037,08X023,Active
16130468,16X004,Active
28200062,28X021,Active
40040014,40X023,Active
19010608,19X222,Active
23080100,23X027,Active
2250043,02X151,Active
23050012,23X092,Active
16570227,16X878,Active
17010709,17X005,Active
7350142,07X004,Active
29360036,29X024,Active
22010708,22X083,Terminated
47010340,47X053,Active
30200059,30X107,Active
8011021,08X043,Active
43310009,43X045,Terminated
17010852,17X040,Active
24220140,24X027,Active
5060319,05X118,Active
22010848,22X122,Active
16090703,16X109,Active
42220052,42X117,Active
17010061,17X021,Active
38100124,38X006,Active
14050041,14X043,Active
31080898,31X636,Active
16090611,16X140,Active
46230040,46X002,Terminated
25060645,25X192,Active
27010481,27X137,Active
27270087,27X027,Active
25060259,04X067,Active
18010387,18X052,Active
16520656,16X815,Active
25060784,25X254,Active
26090230,26X041,Active
21210023,21X046,Active
30120188,30X013,Active
23060417,23X157,Active
20010223,20X019,Active
31012727,31X008,Terminated
39050167,39X044,Terminated
48010848,48X033,Active
5590031,05X010,Active
31011507,31X090,Terminated
2230006,02X035,Active
9040207,09X244,Active
38210152,38X014,Active
44220037,44X029,Active
26110011,26X028,Active
24010392,24X042,Active
15420049,15X085,Active
45090354,45X053,Active
26240001,26X056,Active
25030187,43X117,Active
17260003,17X016,Active
6420039,06X034,Active
3010052,03X028,Active
10070020,10X081,Active
43190045,43X090,Active
5400043,05X113,Active
18010572,18X081,Active
46070116,46X095,Active
15420057,16X623,Active
48150063,48X016,Active
22011955,22X124,Active
13350026,13X156,Active
19011688,19X144,Active
48010689,48X133,Active
35080183,35X029,Active
8011231,08X004,Active
21180030,21X014,Active
22012299,22X067,Active
6011405,06X009,Active
48270343,48X062,Active
24110007,24X030,Active
5600019,05X127,Active
35130183,35X111,Terminated
26140033,26X025,Active
13380240,13X132,Active
29450480,29X080,Active
7011321,07X046,Active
23060423,23X062,Active
16420362,16X493,Active
9230121,09X177,Active
19011778,19X126,Active
5540099,05X164,Active
44200174,44X076,Active
22480038,22X089,Active
16430014,16X115,Active
25012573,25X102,Active
16550365,16X162,Active
31013480,31X149,Active
38210127,38X003,Active
9170268,09X060,Active
2220104,02X164,Active
16130305,16X534,Active
12110036,12X015,Active
48100059,48X045,Active
5250001,05X084,Terminated
27011156,27X001,Terminated
6190001,06X028,Terminated
21040078,21X170,Active
2220017,02X164,Active
14160026,14X021,Active
21100035,21X029,Active
19011329,19X005,Active
13011036,13X128,Active
21010836,21X027,Active
31250318,31X504,Active
25012014,25X162,Active
48370036,48X103,Terminated
38010304,38X028,Active
22100185,22X150,Active
42210025,42X023,Active
6011499,06X077,Active
29150031,29X033,Active
19011669,19X323,Active
26011079,26X010,Active
43050013,43X031,Active
48100116,27X071,Active
4060121,04X009,Active
7011169,07X001,Active
34011077,34X008,Active
19240058,19X129,Active
15210103,15X135,Active
28330047,28X075,Active
16410165,16X1062,Active
18120359,18X093,Terminated
30011023,30X103,Active
18130209,18X061,Active
9200089,09X059,Active
6011150,06X012,Active
39010182,39X003,Active
34011154,34X032,Active
25011160,25X024,Active
16200025,16M31,Active
15300096,15X037,Active
19470004,19X071,Active
18230046,18X048,Active
14011092,14X036,Active
15350019,15X260,Active
19230053,19X128,Active
28130295,28X171,Active
24010566,24X031,Active
7010541,07X100,Active
29450130,29X159,Active
35180280,35X002,Active
9010690,09X127,Active
2290096,02X010,Active
35080177,10X083,Active
21220011,21X038,Active
2011093,02X186,Active
24300121,24X008,Active
5011991,05X005,Active
6090134,06X053,Active
19030116,19X233,Active
29320291,29X039,Active
40010310,40X004,Active
19080145,19X032,Active
16240320,16X148,Active
35130177,15X093,Active
36020042,36X055,Active
34010915,34X008,Active
14380299,14X135,Active
46090007,46X108,Active
44230008,44X120,Active
31013120,31X134,Active
21010915,21X064,Active
18130004,18X039,Active
8100046,08X010,Active
23110187,23X110,Active
16220046,16X391,Active
21090015,21X124,Active
5012007,19X108,Active
36120105,36X012,Active
45030239,45X051,Active
44330092,44X124,Active
7011550,07X098,Active
6010805,06X125,Active
28390041,28X010,Active
26080077,26X152,Active
19011562,19X007,Active
9230481,09X127,Active
23010310,23X148,Active
48100209,48X009,Active
2330260,31X722,Active
35260019,35X118,Terminated
9230295,09X004,Active
18050005,18X078,Active
37010051,37X006,Active
2140040,02X026,Active
42170229,42X115,Active
2010957,02X025,Active
6070025,06X110,Active
10320117,10X018,Active
2020042,02X246,Active
16300205,16X069,Active
10010964,10X001,Active
15011224,15X088,Active
13010966,13X288,Terminated
23011179,23X083,Active
22140047,22X069,Active
16420359,16X514,Active
14010172,14X076,Terminated
48140050,48X048,Active
2180019,02X089,Active
48200076,48X129,Active
41010695,41X021,Active
18260312,18X111,Active
28010919,28X028,Active
48280007,48X054,Active
16390595,16X204,Active
44170145,44X117,Active
48070005,48X059,Active
48110060,48X129,Active
16560129,16X378,Terminated
2010987,02X070,Active
13420103,13X038,Active
48200144,48X042,Active
48010856,48X022,Active
15610071,15X032,Active
25010675,25X208,Active
31170050,31X070,Active
10350003,10X016,Terminated
23060373,23X071,Active
16280289,16X036,Active
19220002,19X137,Active
9011069,42X153,Active
40130032,40X005,Active
26010997,26X044,Active
28010945,28X040,Active
44270417,44X141,Active
31010770,31X085,Active
42140150,42X173,Active
40010095,40X058,Active
28080008,28X004,Active
30200165,30X072,Terminated
36070072,36X038,Active
23060125,23X161,Terminated
5011977,05X184,Active
25010040,25X149,Active
6010836,06X253,Terminated
31013052,31X038,Active
16210261,16X412,Active
17180079,17X015,Active
1010577,01X010,Active
47010427,47X026,Active
31010944,31X103,Active
22011424,22X168,Active
31012526,31X408,Active
29010951,29X051,Terminated
16220484,16X394,Active
39010490,39X066,Active
2110282,02X012,Active
15420037,15X074,Active
14380108,14X135,Active
13380645,13X294,Active
4270010,04X016,Active
44220385,44X070,Active
29140022,29X082,Active
14130040,14X080,Terminated
28170011,28X033,Active
39020058,39X033,Active
35250033,35X053,Active
24011102,24X003,Terminated
3010872,03X027,Active
21150200,21X092,Active
28030094,28X080,Active
10180040,10X073,Active
15530058,15X023,Active
39070151,39X072,Active
9220042,09X219,Active
5011879,05X215,Active
12110056,12X044,Active
48010565,48X004,Active
15570056,15X061,Active
32140023,32X010,Active
1210016,01X001,Active
34280182,34X013,Active
9040213,09X003,Active
25050039,25X168,Active
16020498,16X375,Active
24230022,24X031,Active
2010752,02X070,Active
17230060,17X012,Active
2110355,02X201,Active
24030008,24X092,Terminated
25012376,25X005,Active
39210057,39X062,Active
34200058,34X027,Active
19500007,19X153,Active
40130001,40X005,Active
25010385,25X009,Active
21010619,21X063,Active
32050043,32X002,Active
45090439,45X056,Active
9060078,09X110,Active
30010481,30X049,Active
26590124,26X039,Active
34320011,34X118,Active
6050404,06X267,Active
4100024,04X044,Terminated
27270065,27X127,Active
3140053,03X001,Terminated
16330197,16X471,Active
22011336,22X046,Active
16170618,16X1058,Active
44290080,44X021,Active
34280104,34X013,Active
31150151,31X504,Terminated
40010591,40X002,Active
6240015,06X015,Active
14380364,14X155,Active
16260250,16X064,Active
32050018,32X002,Active
16520536,16X025,Active
6250030,06X151,Active
23060406,23X028,Active
18010900,18X008,Active
17140040,17X014,Active
4040015,04X037,Active
6011310,06X152,Active
30010622,30X099,Active
16510224,16X083,Active
31070059,31X495,Active
13420182,13X170,Active
10050180,10X069,Active
46220056,46X072,Active
24011160,24X070,Active
15300078,15X037,Active
25120086,25X043,Active
48010824,48X003,Active
19360001,19X041,Terminated
10110033,10X064,Active
21010780,43X008,Active
35010347,35X136,Active
10010807,10X012,Active
45090459,45X068,Active
14050057,14X043,Active
42010258,42X007,Active
19540004,19X165,Active
13480086,13X309,Active
34190036,34X039,Active
16170416,16X182,Active
22480147,22X089,Active
17270238,17X010,Active
26320191,26X013,Active
38070037,38X062,Active
48380074,48X104,Active
7011749,05X099,Terminated
13220132,13X076,Active
25060084,25X063,Active
15330074,15X097,Active
22010951,22X219,Active
2140088,02X126,Active
25011789,25X046,Active
30200237,30X013,Active
2240196,02X013,Active
29470058,29X017,Active
37010467,37X002,Active
15470070,15X177,Active
5010640,05X004,Active
42120040,42X072,Active
6011471,06X177,Active
22012320,22X024,Active
19330676,19X122,Active
22410031,22X085,Active
29130004,29X178,Active
22170007,22X164,Active
25012641,25X208,Active
43230004,43X048,Active
47010292,47X005,Active
28011038,28X003,Active
25010206,25X080,Active
26420020,26X052,Active
35190057,35X026,Terminated
3160087,13X386,Active
43010407,43X002,Active
45090501,45X072,Active
31012136,31X414,Active
25060975,25X192,Active
41100067,41X005,Active
29040008,29X115,Active
46010729,46X007,Active
18260483,18X011,Active
12010735,12X119,Active
8010097,08X004,Terminated
13010349,13X004,Active
4050190,04X025,Active
6390010,06X016,Terminated
3010624,03X044,Active
2011344,02X121,Active
21010117,21X070,Active
16230235,16X1115,Active
12010561,12X029,Active
13390342,13X107,Active
46010527,46X007,Active
27300037,27X014,Active
28010924,28X164,Active
13010252,13X288,Active
39050183,39X044,Active
29450348,29X012,Active
32210002,32X026,Active
48140070,48X073,Active
16530199,16X602,Active
16160403,16X967,Active
14010093,14X051,Active
43090059,43X043,Active
5040034,05X020,Active
41100049,41X005,Active
31090038,31X061,Active
44010380,44X046,Active
27200035,27X050,Active
34290022,34X107,Active
16220468,16X809,Active
14150038,14X084,Active
14010404,14X047,Terminated
25011495,25X024,Active
26010813,26X012,Active
14050062,14X077,Terminated
22140053,22X069,Active
2330154,02X191,Active
10320365,10X032,Active
13280150,13X216,Active
23010985,23X058,Active
18010070,18X002,Active
21330001,21X065,Active
28010522,28X054,Active
29430033,29X032,Terminated
13390250,13X194,Active
15630117,15X022,Active
16520562,16X540,Active
35230129,16X904,Active
6370042,06X151,Active
2110288,02X201,Active
13380268,13X110,Active
41010705,23X062,Active
16070295,16X563,Active
6011403,06X132,Active
9110091,09X198,Terminated
34280193,34X033,Active
10430158,10X124,Terminated
47010464,47X040,Active
4020058,04X080,Active
5060043,05X118,Active
40100019,40X001,Active
16550269,16X162,Active
25012369,25X010,Terminated
44010177,44X041,Active
25060496,24X008,Active
17110079,17X065,Active
25060419,25X108,Active
15080025,15X078,Active
22011442,22X096,Active
6540005,06X038,Active
23060093,23X155,Active
21220020,21X114,Active
16400356,16X851,Active
15011311,15X154,Active
6050114,06X067,Active
16520400,16X243,Active
17290012,17X058,Active
2110024,02X123,Active
9170275,09X024,Active
2180023,02X174,Active
21060346,21X041,Active
16490224,16X401,Active
25061190,25X065,Active
30010794,30X033,Active
29450175,29X159,Terminated
25070398,25X125,Active
18011129,18X001,Active
31110101,31X479,Active
35020037,35X017,Active
23011277,23X151,Active
27070014,27X058,Terminated
30200263,30X018,Terminated
25012101,25X107,Active
36150138,36X020,Active
25012531,25X060,Active
14010662,14X052,Active
23060248,23X062,Active
5010760,05X100,Active
43010246,43X064,Active
46250023,46X106,Active
45050016,45X010,Active
6460021,06X060,Active
27070191,27X058,Active
13540005,13X060,Active
18120211,18X010,Active
15320277,15X136,Active
42170191,42X008,Active
16520430,16X959,Active
23010467,23X001,Active
16400331,16X556,Active
18270033,18X023,Active
14430028,14X056,Active
25061252,25X082,Active
24150093,24X015,Terminated
14180042,14X016,Terminated
16210638,16X141,Active
39010510,39X109,Active
22011976,22X152,Active
13390171,13X298,Active
1240184,01X002,Terminated
31070006,31X276,Active
16500441,16X135,Active
31080453,31X019,Active
29220083,29X065,Active
6010911,06X034,Active
16130501,16X089,Active
21370016,21X138,Active
26010947,26X086,Active
16150056,16X080,Active
16240263,16X093,Active
23110128,23X151,Active
27010824,27X035,Terminated
31040320,31X495,Active
4010447,04X022,Active
41010465,41X003,Active
39010515,39X025,Terminated
10010812,10X137,Active
48210071,48X079,Active
9010943,09X014,Active
36120098,36X026,Active
24010524,24X086,Active
21060067,21X119,Active
4240033,43X044,Active
9140247,09X019,Active
16520639,16X021,Active
44140026,44X022,Active
2030190,02X027,Active
16340108,16X1040,Active
44170080,44X078,Active
40120001,40X053,Active
19400027,19X062,Active
21010504,21X074,Active
27110019,27X028,Active
41010825,41X059,Active
9230477,09X003,Terminated
24220138,24X009,Active
21210003,21X030,Active
22220011,22X100,Terminated
39070104,39X044,Active
31160009,31X484,Active
17010346,17X003,Active
21010122,21X075,Active
19540054,19X035,Active
30180014,30X025,Active
26640011,26X057,Active
10320012,10X060,Active
14290004,14X106,Active
12010276,12X083,Active
28070032,19X136,Active
43140148,43X085,Active
8010833,08X101,Active
22011054,22X132,Terminated
26230009,26X012,Active
47030104,47X040,Terminated
48010473,48X005,Active
45010062,45X001,Active
30190091,30X014,Active
1150007,01X032,Terminated
23060225,23X161,Active
31012560,31X105,Active
5060425,05X121,Active
14200056,14X144,Active
29450344,29X064,Terminated
16080125,16X072,Active
15010633,15X019,Active
6010809,06X012,Active
23011962,23X083,Active
2250047,02X008,Active
1040066,01M00,Active
24070070,24X090,Active
22340032,22X086,Terminated
18230047,18X048,Active
15460151,15X024,Active
26010759,26X124,Active
44190134,26X021,Active
13410023,13X023,Active
16560072,16X086,Active
25011852,25X020,Active
21240089,21X018,Active
25020128,25X220,Active
36150030,36X081,Active
5012010,05X008,Active
5390048,05X183,Active
2240192,02X092,Active
26250038,26X151,Active
23011783,23X112,Active
35080031,35X153,Active
25120111,21X016,Active
31160028,31X230,Active
25012579,25X169,Active
4070261,04X006,Active
39090093,39X071,Active
28010428,28X030,Active
42010243,42X006,Active
16240513,16X516,Active
8020075,08X022,Active
18070069,18X045,Active
15020021,15X132,Active
16500503,16X1191,Active
18010060,18X044,Active
38010622,38X001,Active
16050537,16X516,Active
27030122,27X131,Active
36010274,36X016,Active
30200241,30X073,Terminated
15200224,15X066,Terminated
22420096,22X236,Active
19080009,19X033,Active
1280042,01X022,Active
18011103,18X081,Active
26080230,16X105,Active
26010008,26X007,Active
47030138,47X053,Active
18260215,18X033,Active
7120014,07X024,Terminated
5350208,05X053,Active
13160036,13X064,Active
16020327,16X582,Active
13540144,13X217,Active
16420349,35X101,Terminated
9040205,09X003,Active
31150383,31X136,Active
26010444,26X010,Active
14040044,14X037,Active
25120040,25X170,Active
1010573,01X001,Active
9180192,09X025,Active
41220032,41X048,Active
2200142,02X007,Active
36100063,36X052,Active
16090633,16X849,Active
48330042,48X060,Active
1010684,01X049,Active
27011302,27X060,Active
48010898,48X133,Active
26011040,26X010,Active
9010998,09X007,Active
31030003,31X195,Active
4010124,04X088,Active
26010784,26X038,Active
13380829,13X046,Active
38050087,38X025,Active
27010466,31X046,Active
9190160,09X057,Active
16490594,16X103,Active
29430054,29X032,Active
27230039,27X025,Active
25070080,25X068,Active
35040047,35X046,Active
29010684,29X067,Active
12070032,12X025,Active
38010474,14X070,Active
27011016,27X040,Active
31180111,31X058,Active
40020054,40X010,Active
27010695,27X166,Active
17230068,17X012,Active
42250001,42X024,Active
16270160,16X762,Active
5350202,05X068,Active
16510142,16X923,Active
16050524,16X896,Active
27030099,27X131,Active
17070438,17X001,Active
19011817,19X019,Active
7011669,07X081,Terminated
48150080,48X016,Active
12010821,12X046,Active
13011073,13X015,Terminated
2250023,02X024,Active
7010222,07X051,Active
16190406,16X023,Active
9080253,09X065,Active
48210051,48X079,Active
7100005,07X006,Active
31011483,31X091,Terminated
22011230,22X003,Active
25012168,25X091,Active
31210021,31X199,Active
31011128,31X164,Active
7010849,07X035,Active
7260132,07X041,Active
46050017,46X001,Active
31150479,31X065,Active
14380078,14X049,Active
15011784,15X089,Active
14430004,14X048,Active
13350018,13X152,Active
25020085,25X220,Active
16090074,16X625,Terminated
3010808,03X001,Active
24011125,24X083,Active
23080136,23X001,Active
16480035,16X616,Active
15011765,15X006,Active
16320048,16X477,Active
29290054,29X070,Active
16170320,16X712,Active
22011723,22X090,Active
27011065,27X043,Terminated
2011260,02x01,Active
26080179,26X126,Active
31120045,31X127,Active
3010473,03X110,Active
16490641,16X507,Active
31013255,31X443,Active
8010161,08X074,Active
4040308,04X005,Active
15200144,15X077,Active
16370126,16X755,Terminated
17070293,17X037,Active
4040435,04X005,Active
13340168,13X196,Active
15460096,15X050,Active
14010858,14X077,Active
22011121,22M17,Active
2011247,02X077,Active
1230026,01X046,Active
2011271,02X184,Active
2330233,02X078,Active
14380318,14X155,Terminated
31060011,31X197,Active
34010838,34X025,Active
2320115,02x21,Active
17070197,17X091,Active
24300219,24X092,Active
10410038,10X126,Active
47040040,47X021,Active
19011115,19X023,Active
35080286,35X004,Terminated
1230025,01X046,Active
5012121,05X007,Active
30010768,30X038,Active
47020160,47X078,Active
32140020,32X010,Active
28200044,28X016,Active
4040201,04X051,Active
19080131,19X219,Active
21360045,21X116,Active
42190482,42X067,Active
25010497,25X169,Active
21380021,21X044,Active
46070222,46X032,Terminated
25012258,25X233,Terminated
23011869,23X017,Active
9220052,09X123,Active
35170026,35X033,Active
39040065,39X048,Active
25012377,25X024,Active
26320030,26X140,Active
13390300,13X009,Active
29220180,29X065,Terminated
10010895,10X038,Terminated
48100164,48X009,Active
22010917,22X093,Active
9190153,09X097,Active
5011724,05X209,Active
21010839,21X070,Active
9080264,09X039,Active
4040129,04X004,Active
6011520,06X143,Active
25061009,25X029,Active
27080089,27X083,Active
17070440,17X037,Active
26580052,26X117,Terminated
22100050,22X150,Active
5480044,05X217,Active
11010708,11X004,Active
8010986,08X101,Terminated
4020057,04X080,Active
40010526,40X024,Active
2200213,02X007,Active
16500075,16X620,Active
46110107,46X005,Terminated
34010588,34X008,Active
16280187,15X072,Active
2110214,02X042,Active
9070581,09X002,Active
34020045,34X108,Active
34011199,34X026,Active
42180049,42X038,Active
29320499,29X061,Active
2010094,02X068,Active
16280114,16X362,Active
15530056,15X025,Active
16360085,16X047,Active
35060050,35X091,Active
16020350,16X775,Terminated
21190207,21X003,Active
43270161,43X011,Active
20160084,20X009,Terminated
14010848,14X075,Active
47010256,16X740,Active
35010176,35X031,Active
10050032,10X038,Active
13480090,13X052,Terminated
27120079,27X110,Active
15011513,15X001,Active
1010186,01X001,Active
40020027,40X010,Active
9180002,09X024,Active
17010907,16X1116,Active
17270228,17X010,Active
36010034,36X091,Active
31013172,31X071,Active
32060007,32X032,Active
45090481,45X056,Active
31040321,31X120,Active
29010947,29X107,Active
29430068,29X032,Active
18010547,18X098,Terminated
26010687,26X110,Active
26080222,26X152,Active
26370015,26X034,Active
45090498,45X072,Active
42070264,42X070,Active
16540053,16X512,Active
13380656,13X022,Terminated
15300150,15X037,Active
13340122,13X138,Active
31080209,31X311,Active
16060113,16X661,Active
22012046,22X006,Active
25050248,25X091,Active
20110141,20X068,Active
39050103,39X044,Active
16100141,16X887,Active
31200057,31X050,Active
19040140,19X225,Active
23010810,23X083,Active
19600011,19X048,Active
16510233,16X496,Active
16340101,16X982,Active
27090010,27X072,Active
31040383,31X209,Active
35180267,35X003,Active
22090039,22X029,Active
31210042,31X383,Active
34130099,34X028,Active
24180025,24X068,Active
7100030,07X042,Terminated
29020039,29X175,Active
26590069,26X039,Active
26080226,26X152,Active
20010567,20X032,Terminated
3010343,03X002,Active
23011833,23X051,Active
24070121,24X090,Active
29090089,29X011,Active
5010960,05X105,Active
31150311,31X189,Active
5130071,05X109,Active
16520234,16X024,Active
16260304,16X274,Active
46150201,46X016,Active
9180125,09X025,Active
17010426,17X035,Active
29450264,29X064,Active
16010351,18X098,Active
31080855,31X752,Active
4070071,04X006,Active
35070203,35X126,Active
24160010,24X037,Active
22011402,22X004,Active
46230062,46X002,Active
25011140,25X104,Active
24011154,24X007,Active
22011726,22X083,Active
47010568,47X011,Active
16210597,16X802,Terminated
16430024,16X613,Active
19030197,19X083,Active
5350186,05X047,Active
16080132,16X072,Active
25060925,25X036,Active
13280001,13X189,Active
35080075,35X082,Active
19570016,19X110,Active
24010991,24X004,Active
4270019,04X016,Active
36140026,36X028,Active
31012544,31X009,Active
28390107,28X078,Active
26011047,26X038,Active
6130023,06X027,Active
3010877,03X001,Active
9010794,09X215,Active
19011306,19X097,Active
5011498,05X061,Active
4010394,04X052,Active
24040052,24X019,Active
16240101,16X427,Active
10010954,10X053,Active
32050062,32X002,Active
26080126,26X152,Active
28390062,28X078,Active
4010085,04X055,Terminated
16090422,16X1086,Active
15320228,16X1176,Active
3011003,03X016,Active
10310069,10X068,Active
31013384,31X039,Active
15010360,15X160,Active
5030267,05X033,Active
20010817,20X080,Terminated
1130010,01X004,Active
13380742,13X135,Terminated
42080034,42X025,Active
29450329,29X139,Terminated
13190029,13X184,Active
5010990,05X005,Active
25012466,25X012,Active
25061005,25X065,Terminated
7011271,07X078,Active
31011985,31X156,Active
10120016,10X035,Terminated
27070204,27X096,Active
16270050,16X740,Active
14040051,14X037,Active
18200004,18X029,Terminated
24110039,24X030,Active
45010034,45X001,Active
3110019,03X020,Terminated
27200008,27X050,Active
15011781,15X001,Active
16160293,16X397,Active
36130006,36X005,Active
15040032,15X031,Active
7350289,07X030,Active
40010643,40X004,Active
38010429,38X018,Active
5170001,05X159,Active
16170445,16X075,Active
13600011,13X148,Active
29280065,29X031,Active
7010443,07X055,Active
7340139,07X131,Active
7011722,07X051,Active
26470057,26X043,Active
16160273,16X177,Active
48270091,48X008,Active
13010453,13X001,Active
24150009,24X015,Active
26080192,26X152,Active
28270023,28X187,Active
2200050,02X026,Active
20160020,20X055,Active
29160009,29X068,Active
13010434,13X077,Active
36100134,36X016,Active
4270063,04X016,Active
35170148,35X033,Active
18010899,18X108,Active
16210611,16X880,Active
14010471,14X138,Active
16210615,16X575,Active
14160119,14X083,Active
31080836,31X443,Active
18260311,18X028,Active
9060081,09X215,Active
18010142,18M06,Initiated for Approval
5011217,05X006,Active
19330281,19X103,Active
18060103,18X055,Active
18120306,18X027,Terminated
26550020,26X018,Active
16040480,16X439,Active
7260152,07X041,Active
36150239,36X020,Active
14130012,14X080,Active
41200085,41X027,Active
30200032,30X014,Terminated
34130078,34X026,Active
32010380,32X043,Active
42140182,42X002,Active
7011644,07X098,Active
15011433,15X258,Active
19010471,19X015,Active
44010361,44X105,Active
23060420,23X153,Active
48270031,48X008,Active
48010116,48X110,Terminated
27010984,27X108,Active
14380362,14X040,Active
36110170,36X070,Active
27170150,27X012,Active
35290089,35X133,Active
6390055,06X195,Active
48010759,48X032,Active
17140020,17X014,Active
47030146,47X054,Active
42190272,42X087,Active
43280016,43X090,Active
27300041,27X138,Active
13380769,13X110,Active
42260052,42X013,Terminated
2260070,02X025,Active
48010368,48X033,Active
24010557,24X024,Terminated
13470016,13X130,Active
34120083,34X018,Active
16170598,16X618,Active
16420310,16X1091,Active
42070248,42X038,Active
26320094,26X139,Active
9250154,09X016,Active
15270234,15X015,Active
16400217,16X407,Active
48040028,48X021,Active
21060359,21X001,Active
35180256,16X187,Active
6011456,06X076,Active
16140257,16X971,Active
44270617,44X093,Active
5130017,05X186,Active
38010500,38X060,Active
23011202,23X205,Active
14130217,14X042,Active
44190137,44X020,Terminated
24210036,24X013,Active
48010218,48X003,Active
25010907,25X128,Active
28390039,28X145,Active
16290339,16X798,Active
22100157,22X150,Active
10190003,10X113,Active
2011332,02X068,Active
25012321,25X060,Active
42040020,42X155,Active
9050041,09X173,Active
44260021,44X060,Active
22110017,22X114,Active
14030076,14X020,Active
5011092,05X214,Active
25061448,25X233,Active
9250099,09X176,Active
16110161,16X781,Active
5011704,05X124,Active
